Date,Year,Month,Day,P,E,Qcmecs,Qmm,Q_Missing,Julian,Season,Season_Year,Water_Year
15/09/1970,1970,9,15,1.597,1.468,NA,NA,Yes,258,A,1970,1970
16/09/1970,1970,9,16,5.8583,1.4665,NA,NA,Yes,259,A,1970,1970
17/09/1970,1970,9,17,9.7227,1.8242,NA,NA,Yes,260,A,1970,1970
18/09/1970,1970,9,18,0.24422,1.7991,NA,NA,Yes,261,A,1970,1970
19/09/1970,1970,9,19,1.963,1.5048,NA,NA,Yes,262,A,1970,1970
20/09/1970,1970,9,20,0.057738,1.9272,NA,NA,Yes,263,A,1970,1970
21/09/1970,1970,9,21,0.024132,1.6701,NA,NA,Yes,264,A,1970,1970
22/09/1970,1970,9,22,0.24079,1.7603,NA,NA,Yes,265,A,1970,1970
23/09/1970,1970,9,23,0.11037,1.902,NA,NA,Yes,266,A,1970,1970
24/09/1970,1970,9,24,0.30061,1.6679,NA,NA,Yes,267,A,1970,1970
25/09/1970,1970,9,25,6.2106,1.554,NA,NA,Yes,268,A,1970,1970
26/09/1970,1970,9,26,1.6486,1.6576,NA,NA,Yes,269,A,1970,1970
27/09/1970,1970,9,27,4.1158,1.4542,NA,NA,Yes,270,A,1970,1970
28/09/1970,1970,9,28,1.7622,1.4913,NA,NA,Yes,271,A,1970,1970
29/09/1970,1970,9,29,4.2344,1.3348,NA,NA,Yes,272,A,1970,1970
30/09/1970,1970,9,30,0.40408,1.3185,NA,NA,Yes,273,A,1970,1970
01/10/1970,1970,10,1,0.88485,1.3787,NA,NA,Yes,274,A,1970,1971
02/10/1970,1970,10,2,1.3353,1.1809,NA,NA,Yes,275,A,1970,1971
03/10/1970,1970,10,3,1.8314,1.1957,NA,NA,Yes,276,A,1970,1971
04/10/1970,1970,10,4,6.6263,1.2944,NA,NA,Yes,277,A,1970,1971
05/10/1970,1970,10,5,1.193,1.1194,NA,NA,Yes,278,A,1970,1971
06/10/1970,1970,10,6,1.4025,0.95179,NA,NA,Yes,279,A,1970,1971
07/10/1970,1970,10,7,0.51025,0.93865,NA,NA,Yes,280,A,1970,1971
08/10/1970,1970,10,8,0.59469,0.83171,NA,NA,Yes,281,A,1970,1971
09/10/1970,1970,10,9,0.050796,0.77213,NA,NA,Yes,282,A,1970,1971
10/10/1970,1970,10,10,0.05096,1.0471,NA,NA,Yes,283,A,1970,1971
11/10/1970,1970,10,11,0.9067,0.99724,NA,NA,Yes,284,A,1970,1971
12/10/1970,1970,10,12,0.17664,1.1208,NA,NA,Yes,285,A,1970,1971
13/10/1970,1970,10,13,0.65169,1.102,NA,NA,Yes,286,A,1970,1971
14/10/1970,1970,10,14,0.034055,1.2121,NA,NA,Yes,287,A,1970,1971
15/10/1970,1970,10,15,0.083299,1.0573,NA,NA,Yes,288,A,1970,1971
16/10/1970,1970,10,16,0.059616,1.0082,NA,NA,Yes,289,A,1970,1971
17/10/1970,1970,10,17,0.092364,0.99062,NA,NA,Yes,290,A,1970,1971
18/10/1970,1970,10,18,2.416,0.87526,NA,NA,Yes,291,A,1970,1971
19/10/1970,1970,10,19,1.0798,0.76154,NA,NA,Yes,292,A,1970,1971
20/10/1970,1970,10,20,0.26198,0.5663,NA,NA,Yes,293,A,1970,1971
21/10/1970,1970,10,21,0.001715,0.58362,NA,NA,Yes,294,A,1970,1971
22/10/1970,1970,10,22,0.069171,0.67798,NA,NA,Yes,295,A,1970,1971
23/10/1970,1970,10,23,0.72278,0.76466,NA,NA,Yes,296,A,1970,1971
24/10/1970,1970,10,24,9.3895,0.82431,NA,NA,Yes,297,A,1970,1971
25/10/1970,1970,10,25,5.2094,0.78044,NA,NA,Yes,298,A,1970,1971
26/10/1970,1970,10,26,6.3014,0.642,NA,NA,Yes,299,A,1970,1971
27/10/1970,1970,10,27,13.183,0.63469,NA,NA,Yes,300,A,1970,1971
28/10/1970,1970,10,28,2.9074,0.75278,NA,NA,Yes,301,A,1970,1971
29/10/1970,1970,10,29,6.833,0.77528,NA,NA,Yes,302,A,1970,1971
30/10/1970,1970,10,30,17.3,0.77116,NA,NA,Yes,303,A,1970,1971
31/10/1970,1970,10,31,4.9679,0.78168,NA,NA,Yes,304,A,1970,1971
01/11/1970,1970,11,1,11.522,0.67662,NA,NA,Yes,305,A,1970,1971
02/11/1970,1970,11,2,5.1573,0.64929,NA,NA,Yes,306,A,1970,1971
03/11/1970,1970,11,3,3.2132,0.58306,NA,NA,Yes,307,A,1970,1971
04/11/1970,1970,11,4,1.0292,0.52816,NA,NA,Yes,308,A,1970,1971
05/11/1970,1970,11,5,2.4797,0.52244,NA,NA,Yes,309,A,1970,1971
06/11/1970,1970,11,6,18.375,0.44265,NA,NA,Yes,310,A,1970,1971
07/11/1970,1970,11,7,0.75647,0.43904,NA,NA,Yes,311,A,1970,1971
08/11/1970,1970,11,8,1.6134,0.43062,NA,NA,Yes,312,A,1970,1971
09/11/1970,1970,11,9,3.3057,0.5143,NA,NA,Yes,313,A,1970,1971
10/11/1970,1970,11,10,10.519,0.52734,NA,NA,Yes,314,A,1970,1971
11/11/1970,1970,11,11,0.98109,0.46695,NA,NA,Yes,315,A,1970,1971
12/11/1970,1970,11,12,0.47003,0.31573,NA,NA,Yes,316,A,1970,1971
13/11/1970,1970,11,13,0.53336,0.26815,NA,NA,Yes,317,A,1970,1971
14/11/1970,1970,11,14,0.072805,0.244,NA,NA,Yes,318,A,1970,1971
15/11/1970,1970,11,15,12.468,0.27729,NA,NA,Yes,319,A,1970,1971
16/11/1970,1970,11,16,0.85504,0.28734,NA,NA,Yes,320,A,1970,1971
17/11/1970,1970,11,17,4.6722,0.32296,NA,NA,Yes,321,A,1970,1971
18/11/1970,1970,11,18,6.6651,0.23584,NA,NA,Yes,322,A,1970,1971
19/11/1970,1970,11,19,1.192,0.27826,NA,NA,Yes,323,A,1970,1971
20/11/1970,1970,11,20,12.756,0.22,NA,NA,Yes,324,A,1970,1971
21/11/1970,1970,11,21,0.25986,0.25504,NA,NA,Yes,325,A,1970,1971
22/11/1970,1970,11,22,12.202,0.27086,NA,NA,Yes,326,A,1970,1971
23/11/1970,1970,11,23,8.1685,0.35141,NA,NA,Yes,327,A,1970,1971
24/11/1970,1970,11,24,5.9283,0.42942,NA,NA,Yes,328,A,1970,1971
25/11/1970,1970,11,25,0.88898,0.43032,NA,NA,Yes,329,A,1970,1971
26/11/1970,1970,11,26,2.1012,0.39311,NA,NA,Yes,330,A,1970,1971
27/11/1970,1970,11,27,10.5,0.40275,NA,NA,Yes,331,A,1970,1971
28/11/1970,1970,11,28,1.4301,0.41093,NA,NA,Yes,332,A,1970,1971
29/11/1970,1970,11,29,0.31245,0.3068,NA,NA,Yes,333,A,1970,1971
30/11/1970,1970,11,30,0.091997,0.26518,NA,NA,Yes,334,A,1970,1971
01/12/1970,1970,12,1,0.48175,0.26764,NA,NA,Yes,335,W,1971,1971
02/12/1970,1970,12,2,3.8226,0.30616,NA,NA,Yes,336,W,1971,1971
03/12/1970,1970,12,3,5.5178,0.34619,NA,NA,Yes,337,W,1971,1971
04/12/1970,1970,12,4,1.1673,0.2524,NA,NA,Yes,338,W,1971,1971
05/12/1970,1970,12,5,6.1414,0.27711,NA,NA,Yes,339,W,1971,1971
06/12/1970,1970,12,6,3.165,0.25222,NA,NA,Yes,340,W,1971,1971
07/12/1970,1970,12,7,0.036382,0.24432,NA,NA,Yes,341,W,1971,1971
08/12/1970,1970,12,8,0.0040016,0.17087,NA,NA,Yes,342,W,1971,1971
09/12/1970,1970,12,9,0.010453,0.13177,NA,NA,Yes,343,W,1971,1971
10/12/1970,1970,12,10,0.0077583,0.14165,NA,NA,Yes,344,W,1971,1971
11/12/1970,1970,12,11,3.0416,0.23813,NA,NA,Yes,345,W,1971,1971
12/12/1970,1970,12,12,2.1223,0.26554,NA,NA,Yes,346,W,1971,1971
13/12/1970,1970,12,13,0.03479,0.20373,NA,NA,Yes,347,W,1971,1971
14/12/1970,1970,12,14,1.6978,0.19052,NA,NA,Yes,348,W,1971,1971
15/12/1970,1970,12,15,0.10527,0.2139,NA,NA,Yes,349,W,1971,1971
16/12/1970,1970,12,16,3.7653,0.23351,NA,NA,Yes,350,W,1971,1971
17/12/1970,1970,12,17,2.0595,0.27563,NA,NA,Yes,351,W,1971,1971
18/12/1970,1970,12,18,0.3047,0.29474,NA,NA,Yes,352,W,1971,1971
19/12/1970,1970,12,19,2.8266,0.34941,NA,NA,Yes,353,W,1971,1971
20/12/1970,1970,12,20,0.068436,0.17934,NA,NA,Yes,354,W,1971,1971
21/12/1970,1970,12,21,0.0054308,0.1605,NA,NA,Yes,355,W,1971,1971
22/12/1970,1970,12,22,0.025194,0.15099,NA,NA,Yes,356,W,1971,1971
23/12/1970,1970,12,23,0.34006,0.18741,NA,NA,Yes,357,W,1971,1971
24/12/1970,1970,12,24,0.98991,0.18522,NA,NA,Yes,358,W,1971,1971
25/12/1970,1970,12,25,0.57995,0.15267,NA,NA,Yes,359,W,1971,1971
26/12/1970,1970,12,26,2.3172,0.14159,NA,NA,Yes,360,W,1971,1971
27/12/1970,1970,12,27,4.5966,0.11743,NA,NA,Yes,361,W,1971,1971
28/12/1970,1970,12,28,2.9875,0.14081,NA,NA,Yes,362,W,1971,1971
29/12/1970,1970,12,29,0.52201,0.15309,NA,NA,Yes,363,W,1971,1971
30/12/1970,1970,12,30,0.081013,0.1603,NA,NA,Yes,364,W,1971,1971
31/12/1970,1970,12,31,0.19502,0.077763,NA,NA,Yes,365,W,1971,1971
01/01/1971,1971,1,1,0.37754,0.12053,NA,NA,Yes,1,W,1971,1971
02/01/1971,1971,1,2,0.022172,0.1622,NA,NA,Yes,2,W,1971,1971
03/01/1971,1971,1,3,0.0031441,0.11775,NA,NA,Yes,3,W,1971,1971
04/01/1971,1971,1,4,2.6708,0.11982,NA,NA,Yes,4,W,1971,1971
05/01/1971,1971,1,5,4.049,0.19332,NA,NA,Yes,5,W,1971,1971
06/01/1971,1971,1,6,3.8462,0.29038,NA,NA,Yes,6,W,1971,1971
07/01/1971,1971,1,7,0.48975,0.35116,NA,NA,Yes,7,W,1971,1971
08/01/1971,1971,1,8,0.98689,0.36523,NA,NA,Yes,8,W,1971,1971
09/01/1971,1971,1,9,0.55174,0.39433,NA,NA,Yes,9,W,1971,1971
10/01/1971,1971,1,10,0.029155,0.41887,NA,NA,Yes,10,W,1971,1971
11/01/1971,1971,1,11,0.062556,0.32352,NA,NA,Yes,11,W,1971,1971
12/01/1971,1971,1,12,0.038751,0.26897,NA,NA,Yes,12,W,1971,1971
13/01/1971,1971,1,13,0.10441,0.26522,NA,NA,Yes,13,W,1971,1971
14/01/1971,1971,1,14,5.72E-04,0.29887,NA,NA,Yes,14,W,1971,1971
15/01/1971,1971,1,15,1.9905,0.26998,NA,NA,Yes,15,W,1971,1971
16/01/1971,1971,1,16,0.3844,0.29374,NA,NA,Yes,16,W,1971,1971
17/01/1971,1971,1,17,4.3935,0.34625,NA,NA,Yes,17,W,1971,1971
18/01/1971,1971,1,18,5.5,0.34089,NA,NA,Yes,18,W,1971,1971
19/01/1971,1971,1,19,3.2331,0.28836,NA,NA,Yes,19,W,1971,1971
20/01/1971,1971,1,20,8.4831,0.25042,NA,NA,Yes,20,W,1971,1971
21/01/1971,1971,1,21,1.8648,0.28331,NA,NA,Yes,21,W,1971,1971
22/01/1971,1971,1,22,4.3257,0.29232,NA,NA,Yes,22,W,1971,1971
23/01/1971,1971,1,23,2.6233,0.29594,NA,NA,Yes,23,W,1971,1971
24/01/1971,1971,1,24,3.9528,0.3247,NA,NA,Yes,24,W,1971,1971
25/01/1971,1971,1,25,0.53058,0.37782,NA,NA,Yes,25,W,1971,1971
26/01/1971,1971,1,26,0.29187,0.28595,NA,NA,Yes,26,W,1971,1971
27/01/1971,1971,1,27,1.8715,0.27818,NA,NA,Yes,27,W,1971,1971
28/01/1971,1971,1,28,0.3236,0.23968,NA,NA,Yes,28,W,1971,1971
29/01/1971,1971,1,29,0.031115,0.26151,NA,NA,Yes,29,W,1971,1971
30/01/1971,1971,1,30,0.10604,0.12267,NA,NA,Yes,30,W,1971,1971
31/01/1971,1971,1,31,0.0031033,0.16847,NA,NA,Yes,31,W,1971,1971
01/02/1971,1971,2,1,0.0014292,0.19776,NA,NA,Yes,32,W,1971,1971
02/02/1971,1971,2,2,0.4009,0.24175,NA,NA,Yes,33,W,1971,1971
03/02/1971,1971,2,3,0.0049816,0.32674,NA,NA,Yes,34,W,1971,1971
04/02/1971,1971,2,4,0,0.45012,NA,NA,Yes,35,W,1971,1971
05/02/1971,1971,2,5,0,0.44349,NA,NA,Yes,36,W,1971,1971
06/02/1971,1971,2,6,0,0.40946,NA,NA,Yes,37,W,1971,1971
07/02/1971,1971,2,7,4.90E-04,0.45709,NA,NA,Yes,38,W,1971,1971
08/02/1971,1971,2,8,0.61139,0.42413,NA,NA,Yes,39,W,1971,1971
09/02/1971,1971,2,9,0.14973,0.51847,NA,NA,Yes,40,W,1971,1971
10/02/1971,1971,2,10,2.1559,0.52022,NA,NA,Yes,41,W,1971,1971
11/02/1971,1971,2,11,7.5009,0.48137,NA,NA,Yes,42,W,1971,1971
12/02/1971,1971,2,12,8.3269,0.55504,NA,NA,Yes,43,W,1971,1971
13/02/1971,1971,2,13,1.6949,0.41525,NA,NA,Yes,44,W,1971,1971
14/02/1971,1971,2,14,3.536,0.40621,NA,NA,Yes,45,W,1971,1971
15/02/1971,1971,2,15,6.1993,0.30907,NA,NA,Yes,46,W,1971,1971
16/02/1971,1971,2,16,2.6983,0.37017,NA,NA,Yes,47,W,1971,1971
17/02/1971,1971,2,17,2.5342,0.51316,NA,NA,Yes,48,W,1971,1971
18/02/1971,1971,2,18,0.45439,0.5636,NA,NA,Yes,49,W,1971,1971
19/02/1971,1971,2,19,3.4913,0.58022,NA,NA,Yes,50,W,1971,1971
20/02/1971,1971,2,20,1.4954,0.68384,NA,NA,Yes,51,W,1971,1971
21/02/1971,1971,2,21,0.095304,0.62581,NA,NA,Yes,52,W,1971,1971
22/02/1971,1971,2,22,0.0013475,0.4787,NA,NA,Yes,53,W,1971,1971
23/02/1971,1971,2,23,0,0.5636,NA,NA,Yes,54,W,1971,1971
24/02/1971,1971,2,24,0.0015108,0.70261,NA,NA,Yes,55,W,1971,1971
25/02/1971,1971,2,25,0,0.65487,NA,NA,Yes,56,W,1971,1971
26/02/1971,1971,2,26,2.7079,0.65123,NA,NA,Yes,57,W,1971,1971
27/02/1971,1971,2,27,2.4284,0.71873,NA,NA,Yes,58,W,1971,1971
28/02/1971,1971,2,28,6.112,0.79853,NA,NA,Yes,59,W,1971,1971
01/03/1971,1971,3,1,6.2186,0.79403,NA,NA,Yes,60,SP,1971,1971
02/03/1971,1971,3,2,0.11478,0.62928,NA,NA,Yes,61,SP,1971,1971
03/03/1971,1971,3,3,0,0.67114,NA,NA,Yes,62,SP,1971,1971
04/03/1971,1971,3,4,0.081666,0.55778,NA,NA,Yes,63,SP,1971,1971
05/03/1971,1971,3,5,0.11678,0.56064,NA,NA,Yes,64,SP,1971,1971
06/03/1971,1971,3,6,0.10915,0.61424,NA,NA,Yes,65,SP,1971,1971
07/03/1971,1971,3,7,0.15088,0.61745,NA,NA,Yes,66,SP,1971,1971
08/03/1971,1971,3,8,0.0032666,0.65319,NA,NA,Yes,67,SP,1971,1971
09/03/1971,1971,3,9,0.097795,0.78692,NA,NA,Yes,68,SP,1971,1971
10/03/1971,1971,3,10,0.44916,0.80725,NA,NA,Yes,69,SP,1971,1971
11/03/1971,1971,3,11,0.022662,0.95757,NA,NA,Yes,70,SP,1971,1971
12/03/1971,1971,3,12,0.20849,0.99844,NA,NA,Yes,71,SP,1971,1971
13/03/1971,1971,3,13,3.1485,0.84304,NA,NA,Yes,72,SP,1971,1971
14/03/1971,1971,3,14,0.070478,0.7018,NA,NA,Yes,73,SP,1971,1971
15/03/1971,1971,3,15,0.43271,0.61297,NA,NA,Yes,74,SP,1971,1971
16/03/1971,1971,3,16,1.7363,0.63591,NA,NA,Yes,75,SP,1971,1971
17/03/1971,1971,3,17,9.2299,0.63161,NA,NA,Yes,76,SP,1971,1971
18/03/1971,1971,3,18,5.2264,0.61668,NA,NA,Yes,77,SP,1971,1971
19/03/1971,1971,3,19,0.43079,0.79753,NA,NA,Yes,78,SP,1971,1971
20/03/1971,1971,3,20,0.023152,0.89247,NA,NA,Yes,79,SP,1971,1971
21/03/1971,1971,3,21,0.025398,0.80583,NA,NA,Yes,80,SP,1971,1971
22/03/1971,1971,3,22,0.16999,0.70463,NA,NA,Yes,81,SP,1971,1971
23/03/1971,1971,3,23,0.74083,1.1099,NA,NA,Yes,82,SP,1971,1971
24/03/1971,1971,3,24,4.8655,1.31,NA,NA,Yes,83,SP,1971,1971
25/03/1971,1971,3,25,1.743,1.0756,NA,NA,Yes,84,SP,1971,1971
26/03/1971,1971,3,26,0.1316,0.95795,NA,NA,Yes,85,SP,1971,1971
27/03/1971,1971,3,27,0.31225,0.90977,NA,NA,Yes,86,SP,1971,1971
28/03/1971,1971,3,28,3.6874,1.2717,NA,NA,Yes,87,SP,1971,1971
29/03/1971,1971,3,29,0.095508,1.2497,NA,NA,Yes,88,SP,1971,1971
30/03/1971,1971,3,30,0.05243,1.2428,NA,NA,Yes,89,SP,1971,1971
31/03/1971,1971,3,31,0.13483,1.3322,NA,NA,Yes,90,SP,1971,1971
01/04/1971,1971,4,1,1.3204,1.2407,NA,NA,Yes,91,SP,1971,1971
02/04/1971,1971,4,2,0.20494,1.1505,NA,NA,Yes,92,SP,1971,1971
03/04/1971,1971,4,3,0.005145,1.0922,NA,NA,Yes,93,SP,1971,1971
04/04/1971,1971,4,4,0.12703,1.0434,NA,NA,Yes,94,SP,1971,1971
05/04/1971,1971,4,5,5.5894,1.1952,NA,NA,Yes,95,SP,1971,1971
06/04/1971,1971,4,6,0.058514,1.3504,NA,NA,Yes,96,SP,1971,1971
07/04/1971,1971,4,7,0.84181,1.2145,NA,NA,Yes,97,SP,1971,1971
08/04/1971,1971,4,8,0.00441,1.2261,NA,NA,Yes,98,SP,1971,1971
09/04/1971,1971,4,9,4.08E-05,1.3056,NA,NA,Yes,99,SP,1971,1971
10/04/1971,1971,4,10,0.00196,1.3937,NA,NA,Yes,100,SP,1971,1971
11/04/1971,1971,4,11,0,1.4218,NA,NA,Yes,101,SP,1971,1971
12/04/1971,1971,4,12,2.45E-04,1.5422,NA,NA,Yes,102,SP,1971,1971
13/04/1971,1971,4,13,4.08E-04,1.6465,NA,NA,Yes,103,SP,1971,1971
14/04/1971,1971,4,14,0.001715,1.5915,NA,NA,Yes,104,SP,1971,1971
15/04/1971,1971,4,15,0.32928,1.6401,NA,NA,Yes,105,SP,1971,1971
16/04/1971,1971,4,16,1.4131,1.6113,NA,NA,Yes,106,SP,1971,1971
17/04/1971,1971,4,17,0.1851,1.2465,NA,NA,Yes,107,SP,1971,1971
18/04/1971,1971,4,18,0.07648,1.8383,NA,NA,Yes,108,SP,1971,1971
19/04/1971,1971,4,19,0.27856,2.0387,NA,NA,Yes,109,SP,1971,1971
20/04/1971,1971,4,20,0.63838,1.9355,NA,NA,Yes,110,SP,1971,1971
21/04/1971,1971,4,21,13.266,2.2201,NA,NA,Yes,111,SP,1971,1971
22/04/1971,1971,4,22,10.487,1.99,NA,NA,Yes,112,SP,1971,1971
23/04/1971,1971,4,23,10.157,1.4491,NA,NA,Yes,113,SP,1971,1971
24/04/1971,1971,4,24,3.5703,1.5546,NA,NA,Yes,114,SP,1971,1971
25/04/1971,1971,4,25,0.081339,1.2936,NA,NA,Yes,115,SP,1971,1971
26/04/1971,1971,4,26,0.0088608,1.5628,NA,NA,Yes,116,SP,1971,1971
27/04/1971,1971,4,27,0.0077991,1.3025,NA,NA,Yes,117,SP,1971,1971
28/04/1971,1971,4,28,0,1.4583,NA,NA,Yes,118,SP,1971,1971
29/04/1971,1971,4,29,0.40498,1.7956,NA,NA,Yes,119,SP,1971,1971
30/04/1971,1971,4,30,0.049204,1.7965,NA,NA,Yes,120,SP,1971,1971
01/05/1971,1971,5,1,8.17E-05,1.6816,NA,NA,Yes,121,SP,1971,1971
02/05/1971,1971,5,2,0,1.8818,NA,NA,Yes,122,SP,1971,1971
03/05/1971,1971,5,3,0.00245,2.0504,NA,NA,Yes,123,SP,1971,1971
04/05/1971,1971,5,4,0,2.0841,NA,NA,Yes,124,SP,1971,1971
05/05/1971,1971,5,5,0.21609,2.2382,NA,NA,Yes,125,SP,1971,1971
06/05/1971,1971,5,6,5.8987,2.4153,NA,NA,Yes,126,SP,1971,1971
07/05/1971,1971,5,7,1.394,2.394,NA,NA,Yes,127,SP,1971,1971
08/05/1971,1971,5,8,0.11151,2.4929,NA,NA,Yes,128,SP,1971,1971
09/05/1971,1971,5,9,1.0205,2.5812,NA,NA,Yes,129,SP,1971,1971
10/05/1971,1971,5,10,0.014986,2.9114,NA,NA,Yes,130,SP,1971,1971
11/05/1971,1971,5,11,0.0018375,2.4152,NA,NA,Yes,131,SP,1971,1971
12/05/1971,1971,5,12,0,2.3596,NA,NA,Yes,132,SP,1971,1971
13/05/1971,1971,5,13,0.0011842,2.4588,NA,NA,Yes,133,SP,1971,1971
14/05/1971,1971,5,14,1.2428,2.5875,NA,NA,Yes,134,SP,1971,1971
15/05/1971,1971,5,15,1.9053,2.151,NA,NA,Yes,135,SP,1971,1971
16/05/1971,1971,5,16,4.6427,2.0502,NA,NA,Yes,136,SP,1971,1971
17/05/1971,1971,5,17,2.3867,2.0119,NA,NA,Yes,137,SP,1971,1971
18/05/1971,1971,5,18,0.30878,2.219,NA,NA,Yes,138,SP,1971,1971
19/05/1971,1971,5,19,0.0066558,2.0883,NA,NA,Yes,139,SP,1971,1971
20/05/1971,1971,5,20,0.015149,2.5016,NA,NA,Yes,140,SP,1971,1971
21/05/1971,1971,5,21,0.89898,2.2021,NA,NA,Yes,141,SP,1971,1971
22/05/1971,1971,5,22,5.5112,2.236,NA,NA,Yes,142,SP,1971,1971
23/05/1971,1971,5,23,2.6689,2.1207,NA,NA,Yes,143,SP,1971,1971
24/05/1971,1971,5,24,0.043977,2.7179,NA,NA,Yes,144,SP,1971,1971
25/05/1971,1971,5,25,0.020008,2.7784,NA,NA,Yes,145,SP,1971,1971
26/05/1971,1971,5,26,1.3011,2.3306,NA,NA,Yes,146,SP,1971,1971
27/05/1971,1971,5,27,2.5294,2.0963,NA,NA,Yes,147,SP,1971,1971
28/05/1971,1971,5,28,5.6555,2.078,NA,NA,Yes,148,SP,1971,1971
29/05/1971,1971,5,29,2.1636,2.1157,NA,NA,Yes,149,SP,1971,1971
30/05/1971,1971,5,30,1.4755,2.8076,NA,NA,Yes,150,SP,1971,1971
31/05/1971,1971,5,31,0.003675,2.6722,NA,NA,Yes,151,SP,1971,1971
01/06/1971,1971,6,1,0,2.7763,NA,NA,Yes,152,SU,1971,1971
02/06/1971,1971,6,2,4.08E-05,3.0308,NA,NA,Yes,153,SU,1971,1971
03/06/1971,1971,6,3,0.3579,2.9839,NA,NA,Yes,154,SU,1971,1971
04/06/1971,1971,6,4,9.39E-04,3.0192,NA,NA,Yes,155,SU,1971,1971
05/06/1971,1971,6,5,0.0084524,2.8087,NA,NA,Yes,156,SU,1971,1971
06/06/1971,1971,6,6,0.86178,2.7688,NA,NA,Yes,157,SU,1971,1971
07/06/1971,1971,6,7,0.2606,2.8222,NA,NA,Yes,158,SU,1971,1971
08/06/1971,1971,6,8,2.5192,2.7772,NA,NA,Yes,159,SU,1971,1971
09/06/1971,1971,6,9,0.18024,2.4988,NA,NA,Yes,160,SU,1971,1971
10/06/1971,1971,6,10,0.0026133,2.5889,NA,NA,Yes,161,SU,1971,1971
11/06/1971,1971,6,11,20.155,2.5967,NA,NA,Yes,162,SU,1971,1971
12/06/1971,1971,6,12,0.90674,2.7434,NA,NA,Yes,163,SU,1971,1971
13/06/1971,1971,6,13,0.28408,2.7761,NA,NA,Yes,164,SU,1971,1971
14/06/1971,1971,6,14,0.65043,2.5652,NA,NA,Yes,165,SU,1971,1971
15/06/1971,1971,6,15,0.7118,2.3377,NA,NA,Yes,166,SU,1971,1971
16/06/1971,1971,6,16,1.0341,2.6743,NA,NA,Yes,167,SU,1971,1971
17/06/1971,1971,6,17,10.058,2.6097,NA,NA,Yes,168,SU,1971,1971
18/06/1971,1971,6,18,13.997,2.7461,NA,NA,Yes,169,SU,1971,1971
19/06/1971,1971,6,19,6.6004,3.0014,NA,NA,Yes,170,SU,1971,1971
20/06/1971,1971,6,20,4.7,3.0473,NA,NA,Yes,171,SU,1971,1971
21/06/1971,1971,6,21,3.2004,3.0027,NA,NA,Yes,172,SU,1971,1971
22/06/1971,1971,6,22,0.080114,2.9806,NA,NA,Yes,173,SU,1971,1971
23/06/1971,1971,6,23,0.12871,3.3764,NA,NA,Yes,174,SU,1971,1971
24/06/1971,1971,6,24,2.4872,3.1153,NA,NA,Yes,175,SU,1971,1971
25/06/1971,1971,6,25,1.9026,3.3673,NA,NA,Yes,176,SU,1971,1971
26/06/1971,1971,6,26,2.3405,3.0371,NA,NA,Yes,177,SU,1971,1971
27/06/1971,1971,6,27,2.9354,2.709,NA,NA,Yes,178,SU,1971,1971
28/06/1971,1971,6,28,0.31409,2.8781,NA,NA,Yes,179,SU,1971,1971
29/06/1971,1971,6,29,0.53561,3.1272,NA,NA,Yes,180,SU,1971,1971
30/06/1971,1971,6,30,0.68081,3.5472,NA,NA,Yes,181,SU,1971,1971
01/07/1971,1971,7,1,0.031319,3.6942,NA,NA,Yes,182,SU,1971,1971
02/07/1971,1971,7,2,0.21237,3.7704,NA,NA,Yes,183,SU,1971,1971
03/07/1971,1971,7,3,2.34,3.7978,NA,NA,Yes,184,SU,1971,1971
04/07/1971,1971,7,4,0.13528,3.6543,NA,NA,Yes,185,SU,1971,1971
05/07/1971,1971,7,5,0,3.2465,NA,NA,Yes,186,SU,1971,1971
06/07/1971,1971,7,6,8.17E-05,3.5427,NA,NA,Yes,187,SU,1971,1971
07/07/1971,1971,7,7,0,3.5736,NA,NA,Yes,188,SU,1971,1971
08/07/1971,1971,7,8,0.094937,3.791,NA,NA,Yes,189,SU,1971,1971
09/07/1971,1971,7,9,0,3.2888,NA,NA,Yes,190,SU,1971,1971
10/07/1971,1971,7,10,0,3.2687,NA,NA,Yes,191,SU,1971,1971
11/07/1971,1971,7,11,8.17E-05,3.7355,NA,NA,Yes,192,SU,1971,1971
12/07/1971,1971,7,12,0,3.0884,NA,NA,Yes,193,SU,1971,1971
13/07/1971,1971,7,13,0,2.6134,NA,NA,Yes,194,SU,1971,1971
14/07/1971,1971,7,14,0,3.2074,NA,NA,Yes,195,SU,1971,1971
15/07/1971,1971,7,15,0,3.4449,NA,NA,Yes,196,SU,1971,1971
16/07/1971,1971,7,16,0,2.9626,NA,NA,Yes,197,SU,1971,1971
17/07/1971,1971,7,17,0,2.5142,NA,NA,Yes,198,SU,1971,1971
18/07/1971,1971,7,18,0,2.8581,NA,NA,Yes,199,SU,1971,1971
19/07/1971,1971,7,19,0.012454,3.1062,NA,NA,Yes,200,SU,1971,1971
20/07/1971,1971,7,20,0.39081,2.8992,NA,NA,Yes,201,SU,1971,1971
21/07/1971,1971,7,21,0.13079,3.3417,NA,NA,Yes,202,SU,1971,1971
22/07/1971,1971,7,22,2.5117,3.1424,NA,NA,Yes,203,SU,1971,1971
23/07/1971,1971,7,23,8.964,3.4021,NA,NA,Yes,204,SU,1971,1971
24/07/1971,1971,7,24,7.6078,3.3695,NA,NA,Yes,205,SU,1971,1971
25/07/1971,1971,7,25,8.2574,3.3709,NA,NA,Yes,206,SU,1971,1971
26/07/1971,1971,7,26,10.208,3.4071,NA,NA,Yes,207,SU,1971,1971
